plateifu,mangaid,plate,ifudsgn,objra,objdec,z,snr_med,sb_1re,sigma_e,vsig_glob,ba,sersic_n,th50_arcsec,re_kpc,log_mstar,log_mdyn,gbar_canon,y_canon,delta_canon,delta_canon_imfA,delta_canon_imfB,gbar_alt,y_alt,delta_alt,delta_alt_imfA,delta_alt_imfB,cut_primary,cut_variant
8726-1901,1-163594,8726,1901,115.494,23.1764,0.0431378,24.3919,1.66602,232.917,0.164641,0.843971,6,3.15915,2.68603,11.023,11.2288,1.01867e-09,10.8832,0.18676,0.003011,0.113735,1.01867e-09,9.01476,0.183005,0.000506766,0.110536,1,1
8992-6104,1-149878,8992,6104,173.807,51.1619,0.0265211,24.3026,1.45745,171.998,0.484412,0.784458,6,3.15497,1.6823,10.4917,10.7623,7.64079e-10,8.16324,0.245504,0.0637486,0.210947,7.64079e-10,6.76176,0.240647,0.0604769,0.206438,0,1
8247-1901,1-558242,8247,1901,137.07,42.1641,0.0246684,24.1373,0.890546,170.147,0.389826,0.861819,6,2.76104,1.37245,10.1565,10.6645,5.30664e-10,5.66949,0.472647,0.294187,0.440123,5.30664e-10,4.69614,0.466002,0.289637,0.433915,1,1
10505-12705,1-300759,10505,12705,140.491,33.0064,0.0208965,23.9496,1.6897,207.563,0.511033,0.705795,6,3.41248,1.44346,10.325,10.859,7.07131e-10,7.55481,0.506993,0.325861,0.449381,7.07131e-10,6.25779,0.501795,0.322348,0.444787,0,1
8314-1902,1-564487,8314,1902,243.259,39.2371,0.0325607,23.9349,1.63036,125.465,0.33198,0.957746,4.62848,2.48792,1.61695,10.5337,10.4711,9.11138e-10,9.73438,-0.0838776,-0.26691,-0.0794683,9.11138e-10,8.06317,-0.0880304,-0.26969,-0.083661,1,1
8981-1901,1-402014,8981,1901,186.424,36.5472,0.0712465,23.8476,1.0835,170.196,0.511692,0.91359,3.23864,2.14911,2.91952,10.9159,10.9925,6.73787e-10,7.19858,0.0484084,-0.132316,0.0153728,6.73787e-10,5.96272,0.0429871,-0.135986,0.0103203,0,1
7962-1902,1-178270,7962,1902,259.433,26.0761,0.0405812,23.7901,0.766469,145.259,0.575375,0.868113,3.5715,1.40964,1.13093,10.0697,10.443,6.39829e-10,6.83578,0.343727,0.163458,0.330177,6.39829e-10,5.66221,0.338058,0.159611,0.324668,0,1
9499-1901,1-163876,9499,1901,119.398,25.8073,0.0453791,23.616,0.72991,154.988,0.297209,0.775617,4.89798,1.42443,1.27064,10.1822,10.5499,6.56826e-10,7.01737,0.338785,0.158283,0.317274,6.56826e-10,5.81262,0.333242,0.154526,0.31198,1,1
8138-3704,1-44183,8138,3704,118.02,44.1615,0.0262834,23.5969,0.69242,75.7483,0.331377,0.825609,6,2.21373,1.17016,9.87907,9.89231,3.85343e-10,4.11691,-0.0339759,-0.208702,0.0290558,3.85343e-10,3.41011,-0.0425982,-0.214715,0.01928,1,1
8465-3701,1-284048,8465,3701,195.319,48.0602,0.0299815,23.5121,1.53537,79.5223,0.574417,0.606717,2.44395,4.68445,2.81204,10.2559,10.3153,1.58907e-10,1.69772,-0.0411615,-0.20087,0.010449,1.58907e-10,1.40625,-0.057235,-0.212923,-0.00708249,0,1
7965-6101,1-179597,7965,6101,318.718,-0.977798,0.0439849,23.4919,1.37784,142.489,0.500974,0.867587,5.89431,3.11233,2.69546,10.9509,10.8035,8.56938e-10,9.15532,-0.169941,-0.35255,-0.181311,8.56938e-10,7.58352,-0.174328,-0.355492,-0.185592,0,1
8329-1901,1-235530,8329,1901,214.422,45.4658,0.027447,23.4103,1.18293,169.83,0.523905,0.895949,6,2.79849,1.54259,10.3076,10.7136,5.94783e-10,6.35452,0.374273,0.19468,0.341739,5.94783e-10,5.26357,0.368238,0.19057,0.336105,0,1
8718-1901,1-45108,8718,1901,121.965,45.9182,0.0319959,23.3885,1.46834,178.898,0.35417,0.809795,5.09109,3.14743,2.01146,10.6958,10.874,8.55184e-10,9.13658,0.155675,-0.0269187,0.116042,8.55184e-10,7.568,0.15128,-0.0298671,0.112009,1,1
8335-1901,1-251783,8335,1901,215.311,39.6525,0.0255537,23.3093,1.46454,94.103,0.304752,0.897617,6,2.5193,1.29585,10.1684,10.1251,6.11683e-10,6.53507,-0.0742037,-0.254061,-0.0350156,6.11683e-10,5.41312,-0.080096,-0.258068,-0.0414138,1,1
10216-1902,1-297863,10216,1902,116.767,18.1383,0.0452223,23.2761,0.73736,110.419,0.259333,0.731834,3.31496,1.81262,1.61163,10.2388,10.3587,4.65128e-10,4.96932,0.0800244,-0.0969997,0.0994761,4.65128e-10,4.11618,0.0726126,-0.102111,0.0917626,1,1
11007-12705,1-456325,11007,12705,194.085,26.704,0.0219706,23.2393,0.810353,91.4805,0.31945,0.937139,5.99942,1.70164,0.755797,9.6352,9.86638,5.26818e-10,5.6284,0.195669,0.0172846,0.237841,5.26818e-10,4.6621,0.188983,0.0127048,0.230545,1,1
9864-1901,1-245733,9864,1901,216.09,52.1244,0.0444285,23.1698,0.902394,191.181,0.54942,0.81677,5.98617,1.60314,1.40168,10.2784,10.7749,6.73585e-10,7.19642,0.468186,0.287464,0.420849,6.73585e-10,5.96093,0.462763,0.283793,0.415948,0,1
9029-3703,1-135244,9029,3703,246.907,42.6382,0.0310462,23.1247,1.75732,217.334,0.2449,0.659269,6,3.8266,2.37562,10.7749,11.1153,7.3563e-10,7.8593,0.3144,0.132945,0.250976,7.3563e-10,6.51,0.309379,0.129557,0.246594,1,1
11012-1902,1-245270,11012,1902,212.37,54.8614,0.0417099,23.0341,0.665001,152.865,0.577678,0.75058,4.19993,1.48378,1.22188,10.0792,10.521,5.60356e-10,5.98671,0.408172,0.229159,0.388542,5.60356e-10,4.9589,0.401824,0.224824,0.38245,0,1
9027-1902,1-323766,9027,1902,246.176,32.0644,0.0215815,22.6689,1.17872,82.4828,0.184003,0.821896,3.61931,2.25332,0.983569,9.87293,9.89085,5.37764e-10,5.74534,-0.0169241,-0.195521,0.0376926,5.37764e-10,4.75897,-0.0234959,-0.200018,0.0303329,1,1
7990-1902,1-634828,7990,1902,264.522,57.1182,0.0300503,22.6547,1.29109,151.192,0.527212,0.750973,6,3.35966,2.02124,10.6089,10.73,6.9333e-10,7.40738,0.0935909,-0.0873769,0.0750623,6.9333e-10,6.13567,0.0883025,-0.0909533,0.069979,0,1
8254-1902,1-255878,8254,1902,163.219,43.4284,0.0242371,22.6283,1.40044,78.0297,0.413444,0.892788,5.10131,2.39308,1.16936,10.0137,9.91778,5.26111e-10,5.62085,-0.131472,-0.309843,-0.0703277,5.26111e-10,4.65585,-0.138166,-0.314428,-0.0779228,0,1
11013-1902,1-245176,11013,1902,209.898,55.5925,0.041111,22.5883,0.900051,118.612,0.287065,0.649435,3.61647,2.10929,1.71326,10.1478,10.4474,3.33751e-10,3.56571,0.24592,0.0731568,0.256543,3.33751e-10,2.95355,0.23628,0.0663683,0.246698,1,1
10845-1901,1-78239,10845,1901,148.417,3.48359,0.0306515,22.5427,1.16113,200.152,0.346996,0.968885,6,2.60459,1.59717,10.4619,10.8714,7.91492e-10,8.45611,0.385242,0.203215,0.331823,7.91492e-10,7.00436,0.380534,0.200048,0.327628,1,1
12506-12702,1-82688,12506,12702,219.987,3.8256,0.0274217,22.5368,1.05973,185.829,0.396548,0.869647,6,1.95533,1.07686,10.0702,10.6357,7.06614e-10,7.54929,0.538463,0.357336,0.494509,7.06614e-10,6.25322,0.533261,0.353821,0.489774,1,1
9875-3702,1-456905,9875,3702,194.767,27.9592,0.0234566,22.465,0.844472,120.187,0.565664,0.746071,6,1.98952,0.941741,9.77157,10.199,4.64496e-10,4.96256,0.387524,0.210516,0.396885,4.64496e-10,4.11058,0.380104,0.205399,0.38932,0,1
8721-1902,1-48531,8721,1902,134.435,54.2272,0.0389849,22.4107,0.659776,107.609,0.485322,0.860481,6,1.49225,1.15231,9.97979,10.1906,5.01102e-10,5.35365,0.173605,-0.00424757,0.196249,5.01102e-10,4.43453,0.166635,-0.00903483,0.188944,0,1
8603-1901,1-211007,8603,1901,246.933,39.7438,0.0282842,22.3085,1.00107,122.585,0.505647,0.83827,4.38995,1.83396,1.04071,10.0147,10.2595,6.65699e-10,7.11217,0.216292,0.0356729,0.223468,6.65699e-10,5.89114,0.210814,0.0319616,0.217906,0,1
9028-1901,1-269227,9028,1901,242.67,30.2551,0.0306899,22.1672,1.3774,212.555,0.263406,0.840096,4.71161,2.36077,1.4494,10.4064,10.8814,8.45811e-10,9.03645,0.452279,0.269763,0.391208,8.45811e-10,7.48506,0.44784,0.266784,0.38732,1,1
8464-1902,1-258774,8464,1902,186.401,45.0839,0.0383813,22.1166,1.30406,126.569,0.366749,0.854535,6,2.92752,2.22722,10.7395,10.6177,7.71266e-10,8.24002,-0.146594,-0.328422,-0.143298,7.71266e-10,6.82536,-0.151411,-0.331666,-0.14815,1,1
11970-1902,1-333290,11970,1902,225.465,9.72594,0.0336654,22.1141,1.39613,205.192,0.219634,0.932079,6,2.83849,1.90486,10.6479,10.9695,8.53975e-10,9.12366,0.29902,0.116436,0.242317,8.53975e-10,7.5573,0.294619,0.113483,0.238425,1,1
9095-1901,1-317822,9095,1901,242.81,24.225,0.0325268,22.11,1.79221,109.416,0.419133,0.761997,6,3.1684,2.05715,10.5622,10.4567,6.01067e-10,6.42166,-0.13686,-0.316554,-0.115949,6.01067e-10,5.31918,-0.142842,-0.320624,-0.122199,0,1
9505-1901,1-386727,9505,1901,139.171,29.3395,0.0362161,21.9879,1.37836,226.353,0.508141,0.875231,5.87883,3.25087,2.33974,10.8143,11.1441,8.30317e-10,8.87091,0.306555,0.124173,0.2377,8.30317e-10,7.34794,0.302043,0.121143,0.233814,0,1
9506-3701,1-605531,9506,3701,133.57,27.2665,0.0637792,21.9689,0.838031,90.0948,0.57652,0.913,1.2971,4.33201,5.31442,10.9478,10.7002,2.18832e-10,2.33795,-0.3249,-0.490827,-0.284563,2.18832e-10,1.93657,-0.337982,-0.500349,-0.298641,0,1
8933-12702,1-456320,8933,12702,194.007,26.7566,0.0191767,21.8828,1.17258,135.138,0.338513,0.921644,3.19553,2.40384,0.935064,9.94541,10.2977,7.03072e-10,7.51145,0.325163,0.144078,0.320408,7.03072e-10,6.22188,0.319938,0.140547,0.315236,1,1
10220-1901,1-153127,10220,1901,120.805,33.1323,0.0175908,21.814,1.02225,109.274,0.29394,0.800838,4.00794,2.45927,0.879199,9.80264,10.0864,5.72445e-10,6.11587,0.250917,0.0716927,0.271919,5.72445e-10,5.06589,0.244682,0.0674399,0.265404,1,1
10845-3703,1-78200,10845,3703,149.244,3.77796,0.0345096,21.779,1.53183,207.556,0.493077,0.75144,6,4.36592,3.00033,10.9804,11.1768,7.40192e-10,7.90804,0.170489,-0.0110159,0.112748,7.40192e-10,6.55037,0.165495,-0.0143844,0.108336,0,1
11020-1901,1-244115,11020,1901,204.506,55.1876,0.0250585,21.7184,1.02774,133.683,0.587359,0.477387,2.4866,3.5378,1.78554,10.1363,10.5692,2.99276e-10,3.1974,0.373807,0.202655,0.370599,2.99276e-10,2.64846,0.36334,0.195226,0.360198,0,1
8568-1901,1-273933,8568,1901,154.492,37.1816,0.0441818,21.6925,1.51155,214.4,0.539557,0.824894,6,3.62421,3.1521,11.0858,11.2264,8.54903e-10,9.13358,0.117964,-0.064628,0.0557863,8.54903e-10,7.56551,0.113567,-0.0675773,0.0519448,0,1
9875-6102,1-456580,9875,6102,194.633,28.0496,0.0190311,21.6436,0.921028,107.27,0.365735,0.929032,3.50221,2.19414,0.847163,9.75592,10.0542,5.53678e-10,5.91536,0.264403,0.0855096,0.287587,5.53678e-10,4.89981,0.25799,0.0811281,0.280857,1,1
9511-6104,1-213402,9511,6104,129.362,3.95569,0.0470113,21.6209,0.650581,203.204,0.428519,0.881954,5.51876,1.66272,1.53357,10.298,10.8669,5.8868e-10,6.28932,0.536827,0.357331,0.482399,5.8868e-10,5.20956,0.530738,0.353184,0.476973,0,1
10513-1902,1-54240,10513,1902,140.373,-0.26886,0.0256775,21.5829,1.19057,146.314,0.580716,0.878041,5.60727,2.45058,1.26642,10.2349,10.4985,7.46477e-10,7.97518,0.237914,0.0563419,0.223356,7.46477e-10,6.60599,0.232957,0.0529994,0.218551,0,1
8933-12704,1-456769,8933,12704,194.11,27.7273,0.0227634,21.5563,1.02385,120.301,0.345103,0.877852,6,2.2889,1.05231,9.95832,10.248,5.71873e-10,6.10975,0.256771,0.0775566,0.266155,5.71873e-10,5.06082,0.250531,0.0732999,0.259791,1,1
10846-1902,1-1437,10846,1902,153.691,-0.33935,0.0334124,21.5152,1.28797,221.332,0.189991,0.77777,6,3.56974,2.3783,10.7371,11.1317,6.72735e-10,7.18734,0.36628,0.18557,0.300899,6.72735e-10,5.95341,0.360851,0.181894,0.296178,1,1
8988-1902,1-397792,8988,1902,188.022,40.9885,0.037617,21.4531,0.638102,156.787,0.267665,0.843047,6,1.54216,1.15094,9.90184,10.517,4.19766e-10,4.48468,0.571438,0.39563,0.549202,4.19766e-10,3.71475,0.563383,0.390042,0.541505,1,1
8934-3701,1-456772,8934,3701,194.025,27.678,0.0164833,21.4407,1.17243,87.0971,0.464764,0.654442,1.98485,4.18054,1.40234,9.35674,10.0922,8.05943e-11,0.86105,0.568073,0.423678,0.605848,8.05943e-11,0.713223,0.545144,0.405208,0.581719,0,1
8933-6103,1-456768,8933,6103,194.082,27.751,0.0229753,21.3952,1.34301,160.82,0.586203,0.857907,6,3.51727,1.63169,10.4167,10.6906,6.83407e-10,7.30136,0.246078,0.0652321,0.219982,6.83407e-10,6.04785,0.240723,0.0616085,0.214917,0,1
9048-1901,1-295996,9048,1901,244.38,24.2899,0.0667326,21.3757,0.814738,127.2,0.420082,0.853025,6,2.14893,2.7488,10.8312,10.7134,6.25396e-10,6.68158,-0.14802,-0.328081,-0.145368,6.25396e-10,5.53448,-0.153801,-0.332009,-0.151182,0,1
9183-12701,1-121911,9183,12701,122.145,37.175,0.0211728,21.375,0.792738,89.984,0.564689,0.713383,3.12871,2.09971,0.899606,9.73416,9.9277,4.67016e-10,4.98949,0.153868,-0.0232019,0.197612,4.67016e-10,4.13289,0.146481,-0.0282949,0.189533,0,1
8933-6101,1-456567,8933,6101,194.632,27.6735,0.0230696,21.3722,1.1617,128.718,0.429852,0.832,6,2.03009,0.945532,9.88477,10.2603,5.9799e-10,6.38878,0.343924,0.164279,0.345127,5.9799e-10,5.29194,0.337916,0.16019,0.339104,0,1
8724-1901,1-47463,8724,1901,131.288,54.9783,0.0240728,21.3623,1.41196,151.033,0.438967,0.750192,4.136,3.66944,1.78124,10.4666,10.6742,6.43261e-10,6.87245,0.178125,-0.0021916,0.159803,6.43261e-10,5.69258,0.172482,-0.00602015,0.154375,0,1
11953-1901,1-283164,11953,1901,189.663,43.1367,0.0287759,21.3277,0.58523,73.5962,0.484481,0.931378,3.64422,1.47429,0.85065,9.56267,9.72878,3.51915e-10,3.75977,0.114899,-0.058609,0.180697,3.51915e-10,3.11429,0.105644,-0.0651028,0.170163,0,1
9183-3703,1-122304,9183,3703,121.921,39.0042,0.0233453,21.1914,1.87032,104.32,0.48015,0.899537,6,3.87237,1.82454,10.4946,10.3632,6.5395e-10,6.98665,-0.160418,-0.340881,-0.133593,6.5395e-10,5.78717,-0.165982,-0.344653,-0.139482,0,1
8141-6102,1-44163,8141,6102,118.649,44.1518,0.0313438,21.1613,0.584511,174.583,0.336834,0.964322,4.27172,5.17418,3.24185,10.7794,11.0601,3.99121e-10,4.26411,0.234948,0.05977,0.200051,3.99121e-10,3.53205,0.226562,0.0539344,0.192239,1,1
9488-6104,1-556821,9488,6104,127.744,20.7741,0.087325,21.083,0.832995,245.041,0.178687,0.845878,6,2.06406,3.37313,11.1246,11.3718,8.16222e-10,8.72032,0.223654,0.0413971,0.144968,8.16222e-10,7.2232,0.219072,0.0383186,0.141105,1,1
8563-1902,1-92702,8563,1902,242.1,48.9445,0.0443926,21.0541,0.917417,76.6325,0.396231,0.936184,5.99515,1.72444,1.50658,10.2352,10.0121,5.2787e-10,5.63964,-0.258551,-0.436956,-0.19524,5.2787e-10,4.67142,-0.265226,-0.441528,-0.202847,1,1
9882-3704,1-627331,9882,3704,206.553,23.0538,0.026861,21.0278,1.44612,213.801,0.5849,0.731736,5.40941,4.33036,2.33767,10.7246,11.0941,6.76526e-10,7.22784,0.3414,0.160641,0.280271,6.76526e-10,5.98696,0.335998,0.156984,0.27553,0,1
8093-3704,1-40992,8093,3704,21.855,14.0545,0.0236139,20.9219,1.21628,176.832,0.559516,0.676102,3.47934,3.87641,1.84686,10.4631,10.8269,5.93559e-10,6.34144,0.33202,0.152445,0.294558,5.93559e-10,5.25273,0.325974,0.148329,0.288972,0,1
12487-12703,1-605711,12487,12703,138.61,30.6365,0.0379256,20.9159,1.18609,126.448,0.328752,0.924291,5.24052,3.21178,2.41578,10.7262,10.6522,6.35847e-10,6.79324,-0.103817,-0.284029,-0.10044,6.35847e-10,5.62697,-0.109516,-0.287898,-0.10618,1,1
8984-1902,1-458052,8984,1902,202.695,27.0925,0.068391,20.7633,0.983694,191.941,0.278041,0.944472,6,2.12733,2.78339,10.961,11.0762,8.22496e-10,8.78735,0.0918157,-0.0904971,0.0435097,8.22496e-10,7.27873,0.0872652,-0.0935539,0.0394108,1,1
9001-1901,1-148918,9001,1901,165.651,50.6788,0.0224909,20.7619,0.860122,95.0791,0.13087,0.949854,4.41029,1.71833,0.780795,9.73526,9.91402,6.21521e-10,6.64019,0.148305,-0.0317002,0.186283,6.21521e-10,5.50019,0.142492,-0.0356497,0.179987,1,1
8249-1902,1-137915,8249,1902,139.797,45.3665,0.031543,20.6811,0.819466,96.9019,0.10834,0.961667,6,2.61801,1.65033,10.2844,10.2556,4.92695e-10,5.26384,-0.0666636,-0.244332,-0.0315517,4.92695e-10,4.36014,-0.0737325,-0.249191,-0.0391507,1,1
8458-1901,1-217367,8458,1901,146.26,44.972,0.0349297,20.6621,0.590355,86.8314,0.320548,0.710924,1.74789,1.5549,1.08102,9.44948,9.9765,1.67915e-10,1.79397,0.430817,0.269979,0.473618,1.67915e-10,1.48598,0.415278,0.258389,0.456897,1,1
8252-1901,1-567184,8252,1901,145.774,48.4197,0.0253779,20.6249,0.780766,74.4457,0.389019,0.963776,3.75617,2.40002,1.22626,9.91454,9.89758,3.80758e-10,4.06793,-0.0646925,-0.239262,0.000275571,3.80758e-10,3.36954,-0.0733965,-0.245337,-0.00962848,1,1
11983-3704,1-23142,11983,3704,257.63,63.2362,0.027575,20.5336,0.741542,96.2737,0.223163,0.97006,4.31389,1.68891,0.935165,9.86909,10.0032,5.89634e-10,6.29951,0.102141,-0.0773698,0.138485,5.89634e-10,5.218,0.096061,-0.0815112,0.131924,1,1
10223-3701,1-35650,10223,3701,31.5666,-0.291437,0.0429575,20.5056,1.21733,214.685,0.585611,0.756885,6,4.333,3.66946,11.1729,11.2935,7.70861e-10,8.23569,0.0957289,-0.0860954,0.0336815,7.70861e-10,6.82178,0.0909096,-0.0893407,0.029466,0,1
8318-1902,1-284349,8318,1902,196.369,45.5819,0.0514298,20.5003,1.01059,167.453,0.584983,0.807873,6,2.03047,2.03808,10.5246,10.8223,5.61572e-10,5.9997,0.264274,0.0852392,0.23357,5.61572e-10,4.96967,0.257938,0.0809128,0.22763,0,1
7495-1901,12-110746,7495,1901,205.54,27.5704,0.0288023,20.4374,1.20186,100.586,0.439509,0.881366,4.86663,1.702,0.982904,9.94347,10.0629,6.33459e-10,6.76772,0.0895137,-0.0906647,0.12071,6.33459e-10,5.60583,0.0837956,-0.0945469,0.114603,0,1
10503-3704,1-80331,10503,3704,160.074,5.3592,0.0271463,20.4331,1.1477,180.545,0.432652,0.73732,6,3.67609,2.00487,10.4601,10.8806,5.00248e-10,5.34453,0.383246,0.205412,0.343689,5.00248e-10,4.42698,0.376266,0.200618,0.33726,0,1
12683-1902,1-98506,12683,1902,326.313,-8.26841,0.0514056,20.3893,1.15985,206.939,0.309348,0.76331,6,2.11362,2.1206,10.6448,11.0235,6.8419e-10,7.30973,0.350798,0.169942,0.293657,6.8419e-10,6.05478,0.345448,0.166323,0.288922,1,1
11955-1901,1-195208,11955,1901,196.808,53.5233,0.0293206,20.2564,0.88074,134.131,0.555998,0.837107,5.84692,1.78627,1.04948,9.91834,10.3414,5.244e-10,5.60256,0.38735,0.209014,0.383582,5.244e-10,4.64071,0.380638,0.204415,0.376922,0,1
8715-3702,1-604907,8715,3702,119.921,50.84,0.0543641,20.2219,1.35004,143.606,0.533464,0.881812,6,2.50961,2.65351,10.4672,10.8035,2.90263e-10,3.1011,0.275632,0.104952,0.264227,2.90263e-10,2.5687,0.264926,0.097336,0.253755,0,1
9867-1901,1-198052,9867,1901,221.354,49.1279,0.0372651,20.1266,0.609797,93.1652,0.498087,0.834874,2.79464,1.52229,1.12596,9.8855,10.0553,4.22404e-10,4.51287,0.126384,-0.0495009,0.165689,4.22404e-10,3.73809,0.11837,-0.0550586,0.157012,0,1
11742-3703,1-584896,11742,3703,125.293,39.263,0.0288133,20.0846,1.31936,243.158,0.373454,0.806426,4.24012,4.77271,2.75726,10.8983,11.2776,7.25467e-10,7.75072,0.352922,0.171579,0.275631,7.25467e-10,6.42006,0.347839,0.168148,0.271326,1,1
9024-1902,1-314332,9024,1902,224.438,33.1656,0.0300243,20.0815,1.16572,80.0656,0.453913,0.795033,2.82634,3.36728,2.02413,9.83511,10.1784,1.16388e-10,1.24346,0.215192,0.062247,0.263697,1.16388e-10,1.02998,0.196004,0.0473923,0.243025,0,1
8486-1902,1-133987,8486,1902,239.334,48.2073,0.0195435,20.0673,1.28193,153.738,0.465486,0.902851,6,2.80256,1.11052,10.132,10.4844,7.65936e-10,8.18307,0.327397,0.145623,0.306709,7.65936e-10,6.77819,0.322551,0.142358,0.302074,0,1
9092-1902,1-317962,9092,1902,240.78,24.524,0.0466923,20.0432,0.89693,86.8736,0.347711,0.92149,6,2.08828,1.91373,10.3822,10.225,4.58923e-10,4.90303,-0.197562,-0.374432,-0.149723,4.58923e-10,4.06127,-0.205055,-0.379603,-0.157985,1,1
8143-3702,1-44483,8143,3702,119.835,42.0571,0.0245084,20.0052,0.667257,129.417,0.488739,0.469767,3.60662,4.45479,2.20044,10.1149,10.6318,1.8755e-10,2.00374,0.429037,0.266004,0.429525,1.8755e-10,1.65973,0.414548,0.25531,0.415023,0,1
9513-1902,1-41918,9513,1902,30.7082,14.5206,0.0319639,19.9637,1.03056,81.6904,0.403883,0.60559,2.80803,3.20158,2.0441,9.53116,10.2002,5.66805e-11,0.605561,0.457262,0.321163,0.498454,5.66805e-11,0.501597,0.430897,0.299107,0.470812,0,1
10838-1901,1-606057,10838,1901,146.775,34.7568,0.0407031,19.9047,0.690221,139.701,0.578571,0.855896,3.36734,1.58115,1.27216,10.0666,10.4603,5.02041e-10,5.36369,0.356586,0.178713,0.347939,5.02041e-10,4.44284,0.349626,0.173934,0.341103,0,1
8982-1902,1-457547,8982,1902,201.921,26.0616,0.0240628,19.7935,0.926177,98.8429,0.576064,0.608015,3.00735,3.03092,1.47069,9.8539,10.2227,2.30213e-10,2.45954,0.294747,0.127914,0.325134,2.30213e-10,2.03728,0.282112,0.118758,0.311771,0,1
10520-3703,1-79747,10520,3703,158.738,4.83178,0.0292015,19.7685,1.15589,169.615,0.591689,0.675436,4.39867,4.01103,2.34735,10.6102,10.8948,5.15561e-10,5.50813,0.248433,0.0702762,0.216352,5.15561e-10,4.56249,0.241626,0.0656078,0.209985,0,1
9193-6101,1-37797,9193,6101,46.6125,-0.846616,0.0281225,19.7346,0.716982,99.2195,0.417219,0.804709,6,3.20903,1.81095,10.2821,10.3164,4.06978e-10,4.34806,-0.0106448,-0.186069,0.0211575,4.06978e-10,3.60158,-0.0189013,-0.191807,0.0123541,0,1
8440-3703,1-216958,8440,3703,136.2,40.5917,0.0270093,19.631,0.785108,88.223,0.266457,0.833121,6,3.89383,2.11325,10.3021,10.2814,3.12947e-10,3.34345,-0.0774889,-0.249314,-0.0330604,3.12947e-10,2.76945,-0.0876113,-0.256475,-0.0440939,1,1
8615-1901,1-180047,8615,1901,321.072,1.02836,0.0197432,19.6161,1.01068,75.3343,0.588625,0.864664,1.24645,3.56506,1.42675,9.06733,9.97365,3.99856e-11,0.427196,0.644395,0.516135,0.68998,3.99856e-11,0.353855,0.61495,0.490618,0.659235,0,1
8440-6104,1-216976,8440,6104,135.759,40.434,0.0287631,19.5896,1.10135,117.359,0.121621,0.980661,5.31336,5.47989,3.16048,10.7246,10.7041,3.70157e-10,3.95467,-0.0694666,-0.243662,-0.0575003,3.70157e-10,3.27573,-0.0783655,-0.249884,-0.0666146,1,1
8247-3701,1-585433,8247,3701,136.671,41.3651,0.0249506,19.5653,0.594519,92.6324,0.312418,0.848005,5.15693,4.98548,2.50567,10.3086,10.3978,2.25949e-10,2.41399,0.0139171,-0.152584,0.0513689,2.25949e-10,1.99955,0.00111868,-0.161874,0.0376605,1,1
9183-1902,1-121992,9183,1902,121.085,37.8404,0.0280217,19.4753,0.642929,95.1048,0.250707,0.898785,2.57895,1.70253,0.957461,9.86304,10.0028,5.54722e-10,5.92651,0.105941,-0.0729715,0.143603,5.54722e-10,4.90904,0.0995385,-0.0773456,0.136678,1,1
8082-1901,1-38103,8082,1901,48.3132,-0.0939093,0.0285588,19.4663,0.831215,71.8448,0.172914,0.942915,6,2.06588,1.1833,10.0621,9.8512,5.74376e-10,6.13649,-0.243694,-0.422951,-0.172275,5.74376e-10,5.08297,-0.249911,-0.427191,-0.179488,1,1
12673-1901,1-210747,12673,1901,247.185,39.5155,0.0273568,19.4367,1.6216,238.801,0.514284,0.921832,6,2.04503,1.12368,10.3354,10.872,1.19495e-09,12.7666,0.520292,0.33563,0.44371,1.19495e-09,10.5748,0.517047,0.333476,0.44097,0,1
9880-1901,1-456625,9880,1901,195.079,28.0093,0.0206823,19.3772,0.626963,90.9171,0.338333,0.993967,6,1.20415,0.504256,9.23654,9.68526,4.72617e-10,5.04933,0.409483,0.232278,0.452045,4.72617e-10,4.18245,0.402168,0.227238,0.444063,1,1
8561-3701,1-92011,8561,3701,239.619,52.2241,0.068701,19.3455,0.928255,180.775,0.495929,0.829181,6,2.33707,3.07055,10.9309,11.0668,6.30648e-10,6.73769,0.10581,-0.074328,0.0655112,6.30648e-10,5.58095,0.10007,-0.0782258,0.0602419,0,1
8618-3704,1-113672,8618,3704,318.862,9.75782,0.0702278,19.327,0.695698,99.0621,0.515698,0.984299,1.34175,2.30303,3.08756,10.9001,10.5467,5.80972e-10,6.20697,-0.385802,-0.56517,-0.352936,5.80972e-10,5.14135,-0.391959,-0.569367,-0.359532,0,1
8456-1901,1-147547,8456,1901,151.217,46.69,0.0236803,19.0349,1.15111,129.693,0.583566,0.841204,6,3.16667,1.51283,10.3138,10.4709,6.2727e-10,6.7016,0.126973,-0.0531164,0.127261,6.2727e-10,5.55106,0.121206,-0.0570332,0.121491,0,1
8455-1902,1-274440,8455,1902,155.709,39.3689,0.0261512,19.0072,0.487969,77.6131,0.334472,0.566776,1.29746,2.1452,1.12841,9.53811,9.89766,1.88992e-10,2.01914,0.27219,0.109008,0.327678,1.88992e-10,1.67249,0.257772,0.0983746,0.311786,1,1
9879-1901,1-457265,9879,1901,197.345,28.3213,0.0191386,18.9715,0.950042,93.697,0.583011,0.652211,4.59666,2.57312,0.99897,9.69077,10.0083,3.42718e-10,3.66152,0.265119,0.0919795,0.303028,3.42718e-10,3.0329,0.255672,0.0853398,0.292849,0,1
